Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Total Houses Damaged Description.1,Region,Average Income,p0p50_share,Population density national
2002,11,2,1.0,26.0,10.7,,,INDONESIA,INDONESIA:  SUMATERA:  SIMEULUE,2.824,96.085,30.0,7.3,,3.0,1.0,,,65.0,2.0,,3.0,,,994.0,3.0,3.0,1.0,,,65.0,2.0,,3.0,,,994.0,3.0,3.0,  SIMEULUE,5394.0288,0.1735,116.30575
2002,8,24,20.0,1.0,18.3,,,EGYPT,EGYPT:  CAIRO,30.2,31.41,10.0,4.4,,,,,,,,,1.0,,,44.0,1.0,,,,,,,,1.0,,,44.0,1.0,1.0,  CAIRO,12533.0427,0.1475,74.733795
2002,9,5,11.0,3.0,5.8,,,KYRGYZSTAN,KYRGYZSTAN,39.77,72.007,32.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,KYRGYZSTAN,3956.4462,0.1806,26.207748
2002,9,6,1.0,21.0,28.6,,,ITALY,ITALY:  SICILY:  PALERMO,38.381,13.701,5.0,6.0,,2.0,1.0,,,20.0,1.0,500.0,4.0,,,,2.0,2.0,1.0,,,20.0,1.0,500.0,4.0,,,,2.0,2.0,  PALERMO,35933.155,0.1887,193.11563
2002,10,29,10.0,2.0,21.5,,5487.0,ITALY,ITALY:  SICILY:  SANTA VENERINA,37.67,15.267,10.0,4.3,8.0,,,,,9.0,1.0,,1.0,,,,2.0,,,,,9.0,1.0,,1.0,,,,2.0,2.0,  SANTA VENERINA,35933.155,0.1887,193.11563
2002,10,31,10.0,32.0,58.7,,,ITALY,"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,10.0,5.7,7.0,30.0,1.0,,,135.0,3.0,796.0,4.0,,,,4.0,30.0,1.0,,,135.0,3.0,796.0,4.0,,,,4.0,4.0, CAMPOBASSO,35933.155,0.1887,193.11563
2002,9,13,22.0,28.0,29.4,2399.0,,INDIA,"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",13.036,93.068,21.0,6.5,,2.0,1.0,,,,,,1.0,40.0,1.0,,1.0,2.0,1.0,,,,,,2.0,40.0,1.0,,1.0,1.0,ARIEL BAY,3532.709,0.1773,369.4056
2002,9,22,23.0,53.0,14.6,,,UNITED KINGDOM,"UNITED KINGDOM:  MANSFIELD, DUDLEY",52.52,-2.15,9.0,4.8,6.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,, DUDLEY,34036.7474,0.1936,245.3424
2002,9,30,6.0,44.0,48.0,,,FRANCE,"FRANCE:  HENNEBONT, LANGUIDIC, LORIENT, TREMOREL",47.832,-3.207,10.0,4.2,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0, TREMOREL,38050.2053,0.2112,108.43215
2002,10,24,6.0,8.0,37.9,,,CONGO,"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",-1.884,29.004,11.0,6.2,,2.0,1.0,,,,,,1.0,,2.0,,,2.0,1.0,,,,,,1.0,,2.0,,,, KIGALI,4425.3258,0.1039,9.754524
2002,11,1,22.0,9.0,29.2,,,PAKISTAN,PAKISTAN:  GILGIT,35.517,74.654,33.0,5.4,,11.0,1.0,,,40.0,1.0,,3.0,,3.0,,3.0,11.0,1.0,,,40.0,1.0,,3.0,,,1000.0,4.0,4.0,  GILGIT,5420.3986,0.1632,211.78757
2002,11,20,21.0,32.0,30.8,,,PAKISTAN,"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",35.414,74.515,33.0,6.3,,19.0,1.0,,,40.0,1.0,,3.0,100.0,2.0,100.0,2.0,19.0,1.0,,,40.0,1.0,,3.0,100.0,2.0,1256.0,4.0,4.0, MUSHKIN,5420.3986,0.1632,211.78757
2002,12,2,4.0,58.0,55.1,,,GREECE,"GREECE:  MEGALOPOLIS, VARTHOLOMION",37.747,21.087,10.0,5.7,,,,,,17.0,1.0,,2.0,8.0,1.0,100.0,2.0,,,,,17.0,1.0,,2.0,8.0,1.0,100.0,2.0,2.0, VARTHOLOMION,30881.3338,0.1747,86.08704
2003,1,11,17.0,45.0,30.6,,,IRAN,"IRAN:  KAZERUN, NURABAD",29.59,51.474,33.0,5.2,,,,,,,2.0,,3.0,650.0,3.0,650.0,3.0,,,,,,2.0,,3.0,650.0,3.0,1350.0,4.0,4.0, NURABAD,14760.5775,0.123,41.882713
2003,7,3,14.0,59.0,32.2,,,IRAN,"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",35.476,60.784,41.0,5.2,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,90.0,2.0,2.0, BUTEHGAZ,14760.5775,0.123,41.882713
2003,7,10,17.0,6.0,37.6,,,IRAN,IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,10.0,5.8,7.0,1.0,1.0,,,25.0,1.0,21.6,3.0,3500.0,4.0,,,1.0,1.0,,,25.0,1.0,21.6,3.0,3500.0,4.0,,,, GAJJIABAD,14760.5775,0.123,41.882713
2003,12,11,16.0,28.0,17.3,,,IRAN,IRAN:  WESTERN:  MASJED-E- SOLEYMAN,31.953,49.209,33.0,5.0,,,0.0,,,5.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,,,5.0,1.0,,1.0,1.0,1.0,,,,  MASJED-E- SOLEYMAN,14760.5775,0.123,41.882713
2003,12,26,1.0,56.0,52.4,,,IRAN,"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,10.0,6.6,9.0,31000.0,4.0,,,30000.0,4.0,500.0,4.0,,4.0,,4.0,31000.0,4.0,,,30000.0,4.0,500.0,4.0,,4.0,,,, BARAVAT,14760.5775,0.123,41.882713
2003,1,20,8.0,43.0,6.0,2401.0,,SOLOMON ISLANDS,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",-10.491,160.77,33.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,, SAN CRISTOBAL,2894.7985,,16.478243
2003,1,22,2.0,6.0,34.6,2402.0,,MEXICO,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,24.0,7.5,8.0,29.0,1.0,,,300.0,3.0,,3.0,2005.0,4.0,6615.0,4.0,29.0,1.0,,,300.0,3.0,,3.0,2005.0,4.0,6615.0,4.0,4.0, JALISCO,19140.1055,0.0601,52.691345
2003,1,23,0.0,8.0,22.8,,,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  DOMPU,-8.807,118.524,33.0,5.5,6.0,,,,,2.0,1.0,,2.0,,,500.0,3.0,,,,,2.0,1.0,,2.0,,,500.0,3.0,3.0,  DOMPU,5505.3027,0.1719,117.87244
2003,3,21,11.0,38.0,20.0,,,INDONESIA,"INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA",-6.983,108.468,33.0,4.6,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,800.0,3.0,3.0, SAMPORA,5505.3027,0.1719,117.87244
2003,3,25,2.0,53.0,25.0,,,INDONESIA,INDONESIA:  FLORES:  REO,-8.294,120.743,33.0,6.5,,4.0,1.0,,,20.0,1.0,,1.0,,,,2.0,4.0,1.0,,,20.0,1.0,,1.0,,,,2.0,2.0,  REO,5505.3027,0.1719,117.87244
2003,5,26,19.0,23.0,27.9,,,INDONESIA,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",2.354,128.855,31.0,7.0,,1.0,1.0,,,7.0,1.0,,1.0,28.0,1.0,20.0,1.0,1.0,1.0,,,7.0,1.0,,1.0,28.0,1.0,20.0,1.0,1.0, DARUBA,5505.3027,0.1719,117.87244
2003,8,11,0.0,19.0,9.2,,,INDONESIA,INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,10.0,6.0,,,,,,,,,2.0,,,200.0,3.0,,,,,,,,2.0,,,200.0,3.0,3.0,  WASILE,5505.3027,0.1719,117.87244
2003,12,5,23.0,41.0,27.4,,,INDONESIA,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,33.0,4.9,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0, RUTENG,5505.3027,0.1719,117.87244
2003,1,26,19.0,57.0,3.2,,,ITALY,"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA",43.883,11.96,7.0,4.7,7.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0, BAGNO DI ROMAGNA,35531.2359,0.1792,194.18964
2003,4,11,9.0,26.0,58.0,,,ITALY,ITALY: ALESSANDRIA,44.792,8.892,4.0,5.0,,,,,,2.0,1.0,561.0,4.0,,,,,,,,,2.0,2.0,561.0,4.0,,,,,, ALESSANDRIA,35531.2359,0.1792,194.18964
2003,9,14,21.0,42.0,51.8,,,ITALY,"ITALY:  LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,10.0,5.3,7.0,,,,,,2.0,,1.0,,,10.0,1.0,,,,,,2.0,,1.0,,,10.0,1.0,1.0, MONZUNO,35531.2359,0.1792,194.18964
2003,1,27,5.0,26.0,23.0,,,TURKEY,"TURKEY:  SAGLAMTAS, PULUMUR",39.5,39.878,10.0,6.1,,1.0,1.0,,,,2.0,,1.0,,,,,1.0,1.0,,,,2.0,,1.0,,,,2.0,2.0, PULUMUR,17657.5292,0.1273,86.88243
2003,4,10,0.0,40.0,15.1,,,TURKEY,"TURKEY:  IZMIR, SEFERIHISAR",38.221,26.958,10.0,5.7,,,,,,90.0,2.0,,2.0,,2.0,,2.0,,,,,90.0,2.0,,2.0,,2.0,,2.0,2.0, SEFERIHISAR,17657.5292,0.1273,86.88243
2003,5,1,0.0,27.0,4.7,,,TURKEY,TURKEY:  BINGOL,39.007,40.464,10.0,6.4,,177.0,3.0,,,521.0,3.0,,3.0,718.0,3.0,718.0,3.0,177.0,3.0,,,521.0,3.0,,3.0,718.0,3.0,2593.0,4.0,4.0,  BINGOL,17657.5292,0.1273,86.88243
2003,7,26,1.0,0.0,57.6,,,TURKEY,TURKEY:  WESTERN:  BULDAN,38.111,28.887,10.0,4.5,,,,,,,2.0,,1.0,,,,,,,,,,2.0,,1.0,,,48.0,1.0,1.0,  BULDAN,17657.5292,0.1273,86.88243
2003,7,26,8.0,36.0,49.1,,,TURKEY,TURKEY:  WESTERN:  BULDAN,38.019,28.927,10.0,5.4,,,,,,10.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,10.0,1.0,,1.0,1.0,1.0,,1.0,1.0,  BULDAN,17657.5292,0.1273,86.88243
2003,2,13,17.0,34.0,20.9,,,CHINA,CHINA:  N. XINJIANG:  URUMQI,43.897,85.923,24.0,5.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  URUMQI,6010.1115,0.1515,137.28638
2003,2,24,2.0,3.0,41.4,,,CHINA,CHINA:  S. XINJIANG:  BACHU,39.61,77.23,11.0,6.3,,261.0,3.0,,,4000.0,4.0,,4.0,71000.0,4.0,,,261.0,3.0,,,4000.0,4.0,,4.0,71000.0,4.0,,,,  BACHU,6010.1115,0.1515,137.28638
2003,2,25,3.0,52.0,41.0,,,CHINA,CHINA:  S. XINJIANG:  BACHU,39.483,77.393,10.0,5.4,,5.0,1.0,,,,,,1.0,,,,,5.0,1.0,,,,,,1.0,,,,,,  BACHU,6010.1115,0.1515,137.28638
2003,4,17,0.0,48.0,38.5,,,CHINA,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.529,96.476,14.0,6.4,,,,,,,,,1.0,45.0,1.0,45.0,1.0,,,,,,,,1.0,45.0,1.0,,,,  DELINGHA,6010.1115,0.1515,137.28638
2003,5,4,15.0,44.0,35.5,,,CHINA,CHINA:  S. XINJIANG:  YOPURGA,39.43,77.219,10.0,5.8,,1.0,1.0,,,3.0,1.0,,3.0,1600.0,4.0,,,1.0,1.0,,,3.0,1.0,,3.0,1600.0,4.0,,,,  YOPURGA,6010.1115,0.1515,137.28638
2003,7,21,15.0,16.0,31.9,,,CHINA,CHINA:  YUNNAN PROVINCE,25.975,101.29,10.0,5.9,,16.0,1.0,,,584.0,3.0,75.0,4.0,264878.0,4.0,264878.0,4.0,16.0,1.0,,,584.0,3.0,75.0,4.0,264878.0,4.0,,,,  YUNNAN PROVINCE,6010.1115,0.1515,137.28638
2003,8,16,10.0,58.0,42.7,,,CHINA,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,24.0,5.4,,4.0,1.0,,,1000.0,3.0,,3.0,7900.0,3.0,,,4.0,1.0,,,1000.0,3.0,,3.0,7900.0,4.0,,,, TIANSHAN,6010.1115,0.1515,137.28638
2003,8,18,9.0,3.0,3.5,,,CHINA,"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,33.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,NYINGCHI,6010.1115,0.1515,137.28638
2003,10,16,12.0,28.0,9.0,,,CHINA,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,33.0,5.6,,3.0,1.0,,,32.0,1.0,,3.0,12000.0,4.0,12000.0,4.0,3.0,1.0,,,32.0,1.0,,3.0,12000.0,4.0,,,,  DAYAO,6010.1115,0.1515,137.28638
2003,10,25,12.0,41.0,35.2,,,CHINA,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,10.0,5.8,,9.0,1.0,,,43.0,1.0,40.0,4.0,10000.0,4.0,,,9.0,1.0,,,43.0,1.0,40.0,4.0,10000.0,4.0,,,, SHANDAN,6010.1115,0.1515,137.28638
2003,11,13,2.0,35.0,10.3,,,CHINA,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,10.0,5.1,,1.0,1.0,,,30.0,1.0,,1.0,10.0,1.0,,,1.0,1.0,,,30.0,1.0,,1.0,10.0,1.0,,,, MINXIAN,6010.1115,0.1515,137.28638
2003,11,14,18.0,49.0,46.5,,,CHINA,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,33.0,5.6,,4.0,1.0,,,65.0,1.0,,2.0,600.0,3.0,600.0,3.0,4.0,1.0,,,65.0,1.0,,2.0,600.0,3.0,,,, ZHAOTONG,6010.1115,0.1515,137.28638
2003,11,26,13.0,38.0,57.8,,,CHINA,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,33.0,4.7,,,,,,4.0,1.0,,4.0,2000.0,4.0,2000.0,4.0,,,,,4.0,1.0,,4.0,2000.0,4.0,,,,  LUDIAN,6010.1115,0.1515,137.28638
2003,12,1,1.0,38.0,31.9,,,CHINA,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,10.0,6.0,,11.0,1.0,,,47.0,1.0,,3.0,769.0,3.0,,,11.0,1.0,,,47.0,1.0,,3.0,769.0,3.0,,,,  ZHAOSU,6010.1115,0.1515,137.28638
2003,2,15,5.0,47.0,58.9,,,PHILIPPINES,PHILIPPINES: LUZON:  DIMASALANG,12.171,123.921,10.0,5.8,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  DIMASALANG,6540.1453,0.1227,278.17297
2003,2,15,11.0,1.0,59.8,,,PHILIPPINES,"PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,10.0,6.3,6.0,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0, DIMASALANG,6540.1453,0.1227,278.17297
2003,11,18,17.0,14.0,22.6,,,PHILIPPINES,PHILIPPINES:  SAMAR:  CAN-AVID,12.025,125.416,35.0,6.5,7.0,1.0,1.0,,,21.0,1.0,,2.0,1.0,1.0,,3.0,1.0,1.0,,,21.0,1.0,,2.0,1.0,1.0,,3.0,3.0,  CAN-AVID,6540.1453,0.1227,278.17297
2003,2,22,20.0,41.0,3.4,,,FRANCE,"FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN",48.342,6.57,10.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  EDIGEN,38120.3028,0.2115,109.08135
2003,3,22,13.0,36.0,16.0,,,GERMANY,GERMANY:  ALBSTADT,48.21,9.0,6.0,4.7,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  ALBSTADT,36139.4924,0.1908,232.82523
2003,3,25,18.0,51.0,26.3,,,BHUTAN,BHUTAN:  PHUENTSHOLING,27.264,89.331,47.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,  PHUENTSHOLING,6817.737,0.1225,16.639618
2003,5,21,18.0,44.0,20.1,2403.0,,ALGERIA,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,12.0,6.8,10.0,2287.0,4.0,800.0,3.0,11000.0,4.0,5000.0,4.0,19000.0,4.0,163000.0,4.0,2287.0,4.0,800.0,3.0,11000.0,4.0,5000.0,4.0,19000.0,4.0,163000.0,4.0,4.0, THENIA,12146.4112,0.1717,13.459013
2003,5,27,17.0,11.0,28.8,3618.0,,ALGERIA,"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,8.0,5.7,,9.0,1.0,,,200.0,3.0,,2.0,,3.0,,,9.0,1.0,,,200.0,3.0,,2.0,,3.0,,,, REGHAIA,12146.4112,0.1717,13.459013
2003,5,26,9.0,24.0,33.4,,,JAPAN,"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",38.849,141.568,68.0,7.0,,,,,,143.0,3.0,233.0,4.0,,,720.0,3.0,,,,,143.0,3.0,233.0,4.0,,,720.0,3.0,3.0, AKITA,27886.8582,0.157,349.8007
2003,7,25,15.0,13.0,7.7,,,JAPAN,"JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,10.0,5.5,,,,,,569.0,3.0,411.0,4.0,,,1025.0,4.0,,,,,569.0,3.0,411.0,4.0,,,1025.0,4.0,4.0, IWATE,27886.8582,0.157,349.8007
2003,9,20,3.0,54.0,50.7,,,JAPAN,JAPAN:  HONSHU:  TOKYO,34.998,140.172,52.0,5.7,,,,,,7.0,1.0,,1.0,,,,2.0,,,,,7.0,1.0,,1.0,,,,2.0,2.0,  TOKYO,27886.8582,0.157,349.8007
2003,9,25,19.0,50.0,6.3,2406.0,,JAPAN,JAPAN:  HOKKAIDO,41.815,143.91,27.0,8.3,,,,,,849.0,3.0,90.0,4.0,,,,,2.0,1.0,,,849.0,3.0,90.0,4.0,,,,,,  HOKKAIDO,27886.8582,0.157,349.8007
2003,10,15,7.0,30.0,35.9,,,JAPAN,JAPAN:  NEAR S COAST HONSHU:  ATSUGI,35.457,139.871,78.0,5.2,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  ATSUGI,27886.8582,0.157,349.8007
2003,10,31,1.0,6.0,28.2,2428.0,,JAPAN,JAPAN:  EAST COAST HONSHU,37.812,142.619,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,  EAST COAST HONSHU,27886.8582,0.157,349.8007
2003,6,9,7.0,6.0,39.3,,,GREECE,"GREECE:  GONNOI, LARISA",39.893,22.309,18.0,5.2,,,,,,,,,1.0,,,50.0,1.0,,,,,,,,1.0,,,50.0,1.0,1.0, LARISA,31835.5634,0.1881,86.19463
2003,8,14,5.0,14.0,54.7,5791.0,,GREECE,"GREECE:  LEFKADA, PREVEZA",39.16,20.605,10.0,6.3,,,,,,50.0,1.0,,2.0,,,,2.0,,,,,50.0,1.0,,2.0,,,,2.0,2.0, PREVEZA,31835.5634,0.1881,86.19463
2003,6,20,13.0,30.0,41.6,,,CHILE,"CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN",-30.608,-71.637,33.0,6.8,6.0,,,,,1.0,1.0,,1.0,,,,2.0,,,,,1.0,1.0,,1.0,,,,2.0,2.0,  SAN JUAN,17820.147,0.0809,21.32943
2003,7,26,23.0,18.0,17.9,,,BANGLADESH,BANGLADESH:  RANGAMATI,22.854,92.306,10.0,5.7,,2.0,1.0,,,25.0,1.0,,2.0,500.0,3.0,,,2.0,1.0,,,25.0,1.0,,2.0,500.0,3.0,,,,  RANGAMATI,3408.7214,0.153,1048.6534
2003,8,13,8.0,29.0,27.2,,,PANAMA,"PANAMA:  COLON, PANAMA CITY",9.355,-79.941,54.0,5.4,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, PANAMA CITY,17427.715,0.085,42.890537
2003,8,21,12.0,12.0,49.7,2953.0,,NEW ZEALAND,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,28.0,7.2,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,FIORDLAND,35556.9693,0.1888,15.266963
2003,9,29,18.0,22.0,32.0,,,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,32.0,4.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  CHRISTCHURCH,35556.9693,0.1888,15.266963
2003,9,22,4.0,45.0,36.2,,,DOMINICAN REPUBLIC,"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,10.0,6.4,10.0,3.0,1.0,,,15.0,1.0,,3.0,,3.0,,,3.0,1.0,,,15.0,1.0,,3.0,,3.0,,,, SANTIAGO,12087.4942,0.0831,187.66399
2003,10,16,3.0,20.0,55.3,,,DOMINICAN REPUBLIC,"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,10.0,4.5,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0, SANTIAGO,12087.4942,0.0831,187.66399
2003,12,10,4.0,38.0,11.5,,,TAIWAN,"TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,10.0,6.8,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,, KAO-HSIUN,30562.8884,0.112,638.0594
2003,12,17,23.0,15.0,17.2,,,BULGARIA,BULGARIA: POVADIYA,43.083,27.486,34.0,4.4,,,,,,,,,2.0,10.0,1.0,10.0,1.0,,,,,,,,2.0,10.0,1.0,150.0,3.0,3.0, POVADIYA,11252.5037,0.1934,72.93427
2004,1,1,20.0,59.0,31.9,,,INDONESIA,"INDONESIA:  BALI, LOMBOK",-8.31,115.788,45.0,5.8,6.0,1.0,1.0,,,29.0,1.0,12.0,3.0,6000.0,4.0,,,1.0,1.0,,,29.0,1.0,12.0,3.0,6000.0,4.0,,,, LOMBOK,5672.4028,0.1649,119.38281
2004,1,28,22.0,15.0,30.7,2434.0,,INDONESIA,INDONESIA:  SERAM,-3.12,127.4,17.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,  SERAM,5672.4028,0.1649,119.38281
2004,2,5,21.0,5.0,2.8,,,INDONESIA,INDONESIA:  NABIRE,-3.615,135.538,17.0,7.0,,37.0,1.0,,,682.0,3.0,1.0,2.0,2678.0,4.0,,,37.0,1.0,,,682.0,3.0,1.0,2.0,2678.0,4.0,,,,  NABIRE,5672.4028,0.1649,119.38281
2004,2,7,2.0,42.0,35.2,,,INDONESIA,INDONESIA:  NABIRE,-4.003,135.023,10.0,7.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  NABIRE,5672.4028,0.1649,119.38281
2004,2,16,14.0,44.0,39.9,,,INDONESIA,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,56.0,5.1,,5.0,1.0,,,7.0,1.0,,1.0,,,,,5.0,1.0,,,7.0,1.0,,,,,100.0,2.0,2.0,  PADANGPANJANG,5672.4028,0.1649,119.38281
2004,2,22,6.0,46.0,27.0,,,INDONESIA,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,42.0,6.0,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,3.0,3.0,  PESISIR SELATAN,5672.4028,0.1649,119.38281
2004,4,9,1.0,55.0,50.7,,,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-1.549,100.54,66.0,5.4,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,  PADANG,5672.4028,0.1649,119.38281
2004,4,16,18.0,32.0,24.0,,,INDONESIA,INDONESIA:  BALI,-8.669,114.65,96.0,5.5,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,  BALI,5672.4028,0.1649,119.38281
2004,4,23,1.0,50.0,30.2,,,INDONESIA,INDONESIA:  TIMOR: KUPANG,-9.362,122.839,66.0,6.7,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, KUPANG,5672.4028,0.1649,119.38281
2004,11,11,21.0,26.0,41.1,3013.0,,INDONESIA,INDONESIA:  KEPULAUAN ALOR,-8.152,124.868,10.0,7.5,,34.0,1.0,,,400.0,3.0,,3.0,781.0,3.0,16712.0,4.0,34.0,1.0,,,400.0,3.0,,3.0,781.0,3.0,16712.0,4.0,4.0,  KEPULAUAN ALOR,5672.4028,0.1649,119.38281
2004,11,26,2.0,25.0,3.3,,,INDONESIA,INDONESIA:  NABIRE,-3.609,135.404,10.0,7.1,8.0,32.0,1.0,,,130.0,3.0,55.0,4.0,328.0,3.0,,,32.0,1.0,,,130.0,3.0,55.0,4.0,328.0,3.0,,,,  NABIRE,5672.4028,0.1649,119.38281
2004,12,26,0.0,58.0,53.5,2439.0,,INDONESIA,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,3.295,95.982,30.0,9.1,,1001.0,4.0,,,,3.0,10000.0,4.0,,3.0,,3.0,227899.0,4.0,,,,3.0,10000.0,4.0,,4.0,,4.0,4.0,  OFF WEST COAST,5672.4028,0.1649,119.38281
2004,1,1,23.0,31.0,50.0,,,MEXICO,"MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,29.0,6.1,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, MEXICO CITY,19404.1235,0.0578,53.471447
2004,1,10,7.0,43.0,18.0,,,SLOVAKIA,SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,5.0,2.2,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  SLOVENSKO L'UPCA,15275.1613,0.2233,111.79143
2004,1,10,18.0,38.0,14.8,,,ALGERIA,"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES",36.852,3.418,10.0,4.4,,,,,,300.0,3.0,,1.0,,,,,,,,,300.0,3.0,,1.0,,,,,, BOUMERDES,12189.9693,0.174,13.649756
2004,12,1,17.0,42.0,24.7,,,ALGERIA,ALGERIA:  BOUMERDAS,36.848,3.448,10.0,4.5,,,,,,15.0,1.0,,1.0,,,,,,,,,15.0,1.0,,1.0,,,,,,  BOUMERDAS,12189.9693,0.174,13.649756
2004,12,5,8.0,30.0,59.5,,,ALGERIA,ALGERIA:  ZEMMOURI,36.865,3.421,10.0,4.5,,,,,,46.0,1.0,,,,,,,,,,,46.0,1.0,,,,,,,,  ZEMMOURI,12189.9693,0.174,13.649756
2004,1,14,16.0,58.0,48.1,,,IRAN,IRAN:  SOUTHERN:  FIRUZABAD,27.695,52.397,12.0,5.2,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  FIRUZABAD,14858.7635,0.1229,42.56498
